,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,INSTALL,REMOVAL,WATERDEPTH,DISTLAND,REGION,age,kmeans_label,ahc_label,dbscan_label
125,GOM00126,A,REMOVED,"VASTAR RESOURCES, INC.",NONE,27.6062553011,-96.7503803985,1998-07-11 00:00:00+00:00,2001/10/21 00:00:00+00,130,30,GULF OF MEXICO,25.36892539356605,0,1,0
126,GOM00127,CAIS.#12(D),REMOVED,EXPLORE ENTERPRISES OF LOUISIANA LLC,NONE,28.656173428,-90.9408621305,1998-06-24 00:00:00+00:00,2005/04/05 00:00:00+00,56,27,GULF OF MEXICO,25.415468856947296,0,1,0
127,GOM00128,1,REMOVED,FIELDWOOD ENERGY LLC,NONE,29.0974227721,-89.7370302173,1998-07-08 00:00:00+00:00,2014/08/22 00:00:00+00,85,13,GULF OF MEXICO,25.377138945927445,0,1,0
128,GOM00129,9,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9481610962,-90.7750554123,1998-01-19 00:00:00+00:00,,35,5,GULF OF MEXICO,25.842573579739906,0,1,0
129,GOM00130,10,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9481613354,-90.7751116827,2001-07-30 00:00:00+00:00,,35,5,GULF OF MEXICO,22.316221765913756,0,1,0
130,GOM00131,29,REMOVED,APACHE CORP.,NONE,28.943258419,-90.736990789,1997-11-29 00:00:00+00:00,2011/07/30 00:00:00+00,35,10,GULF OF MEXICO,25.982203969883642,0,1,0
131,GOM00132,CAIS.#30,REMOVED,APACHE CORP.,NONE,28.9238899728,-90.7306162026,1997-10-14 00:00:00+00:00,2011/07/13 00:00:00+00,36,11,GULF OF MEXICO,26.10814510609172,0,1,0
132,GOM00133,CAIS.#2,REMOVED,APACHE CORP.,NONE,29.0369818521,-91.5056103282,1998-07-11 00:00:00+00:00,2013/09/12 00:00:00+00,30,19,GULF OF MEXICO,25.36892539356605,0,1,0
133,GOM00134,C,REMOVED,"EP ENERGY MANAGEMENT, LLC",NONE,28.4716628349,-93.4741871307,1998-10-13 00:00:00+00:00,2001/02/13 00:00:00+00,151,98,GULF OF MEXICO,25.111567419575632,0,1,0
134,GOM00135,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.2116315149,-91.5952507314,1998-10-05 00:00:00+00:00,,22,15,GULF OF MEXICO,25.13347022587269,0,1,0
135,GOM00136,10,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.2116560347,-91.5953667741,1997-06-04 00:00:00+00:00,,22,15,GULF OF MEXICO,26.469541409993155,0,1,0
136,GOM00137,2,REMOVED,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,28.9924957537,-91.1752782706,1998-07-01 00:00:00+00:00,2010/07/29 00:00:00+00,18,16,GULF OF MEXICO,25.39630390143737,0,1,0
137,GOM00138,B,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,29.3904566841,-92.9082359086,1998-06-25 00:00:00+00:00,2004/03/26 00:00:00+00,53,19,GULF OF MEXICO,25.412731006160165,0,1,0
138,GOM00139,B,IN SERVICE,"MERIT ENERGY CO., LLC",UNKNOWN,29.2753421643,-93.0018845945,1998-06-07 00:00:00+00:00,,58,28,GULF OF MEXICO,25.462012320328544,0,1,0
139,GOM00140,C,IN SERVICE,"SOJITZ ENERGY VENTURE, INC.",UNKNOWN,29.3007457369,-91.6514390019,1998-05-22 00:00:00+00:00,,14,14,GULF OF MEXICO,25.505817932922657,0,1,0
140,GOM00141,C-AUX,IN SERVICE,"SOJITZ ENERGY VENTURE, INC.",UNKNOWN,29.3007374072,-91.6514734827,2000-01-31 00:00:00+00:00,,14,14,GULF OF MEXICO,23.811088295687885,0,1,0
141,GOM00142,E,REMOVED,"W & T OFFSHORE, INC.",NONE,29.2907185495,-93.2582104046,1998-06-19 00:00:00+00:00,2006/04/04 00:00:00+00,56,32,GULF OF MEXICO,25.429158110882955,0,1,0
142,GOM00143,B,REMOVED,"MARITECH RESOURCES, INC.",NONE,29.357594043,-87.9785891972,1998-12-10 00:00:00+00:00,2012/06/11 00:00:00+00,319,59,GULF OF MEXICO,24.95277207392197,0,1,0
143,GOM00144,A-MARLIN TLP,IN SERVICE,FREEPORT-MCMORAN OIL & GAS LLC,BOTH,29.1077880848,-87.9436174423,1999-07-27 00:00:00+00:00,,3236,64,GULF OF MEXICO,24.32580424366872,1,0,0
144,GOM00145,B,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.9267770911,-92.0647620994,1998-06-18 00:00:00+00:00,2012/09/29 00:00:00+00,81,40,GULF OF MEXICO,25.43189596167009,0,1,0
145,GOM00146,CAIS.#2,REMOVED,ATP OIL & GAS CORP.,NONE,29.5356703978,-93.606684808,1998-06-03 00:00:00+00:00,2003/01/04 00:00:00+00,40,15,GULF OF MEXICO,25.472963723477072,0,1,0
146,GOM00147,B,IN SERVICE,TALOS ENERGY OFFSHORE LLC,NONE,29.0085191121,-90.5273945838,1998-11-08 00:00:00+00:00,,32,4,GULF OF MEXICO,25.0403832991102,0,1,0
147,GOM00148,A,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.4311413585,-91.0449542299,1998-06-20 00:00:00+00:00,,120,43,GULF OF MEXICO,25.426420260095824,0,1,0
148,GOM00149,G,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.6699616721,-91.0049174037,1998-09-06 00:00:00+00:00,,51,26,GULF OF MEXICO,25.21286789869952,0,1,0
149,GOM00150,TEMP.CAIS.#3,REMOVED,NEWFIELD EXPLORATION CO.,NONE,29.171772587,-89.773473424,1998-06-07 00:00:00+00:00,2004/10/14 00:00:00+00,56,12,GULF OF MEXICO,25.462012320328544,0,1,0
150,GOM00151,A,IN SERVICE,"NORTHSTAR OFFSHORE GROUP, LLC",UNKNOWN,29.1006775217,-89.8192637742,1998-06-10 00:00:00+00:00,,82,15,GULF OF MEXICO,25.453798767967147,0,1,0
151,GOM00152,A-AUX,IN SERVICE,"NORTHSTAR OFFSHORE GROUP, LLC",UNKNOWN,29.1006602428,-89.8194331289,2000-08-19 00:00:00+00:00,,82,15,GULF OF MEXICO,23.260780287474333,0,1,0
152,GOM00153,CAIS.#1,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,29.0685430703,-92.2123413957,1998-06-14 00:00:00+00:00,2004/01/12 00:00:00+00,62,27,GULF OF MEXICO,25.44284736481862,0,1,0
153,GOM00154,A,IN SERVICE,APACHE CORP.,UNKNOWN,29.3511628504,-93.54807364,1998-10-12 00:00:00+00:00,,40,28,GULF OF MEXICO,25.114305270362767,0,1,0
154,GOM00155,B,REMOVED,"EOG RESOURCES, INC.",NONE,29.103932479,-94.4387727138,1998-07-22 00:00:00+00:00,2006/08/20 00:00:00+00,50,24,GULF OF MEXICO,25.338809034907598,0,1,0
155,GOM00156,A(ALLEGHENY SEA,IN SERVICE,ENI US OPERATING CO. INC.,BOTH,27.6918391322,-90.2755944662,1999-08-19 00:00:00+00:00,,3294,86,GULF OF MEXICO,24.262833675564682,1,0,0
156,GOM00157,J,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.7830266865,-91.7440354962,1998-08-23 00:00:00+00:00,,87,42,GULF OF MEXICO,25.251197809719372,0,1,0
157,GOM00158,A,REMOVED,MURPHY EXPLORATION & PRODUCTION CO.,NONE,28.1639980424,-91.8107353619,1998-10-17 00:00:00+00:00,2005/06/18 00:00:00+00,272,95,GULF OF MEXICO,25.100616016427104,0,1,0
158,GOM00159,B,REMOVED,"DOMINION EXPLORATION & PRODUCTION, INC.",NONE,29.2785256213,-88.2576809633,1998-11-09 00:00:00+00:00,2006/02/22 00:00:00+00,290,80,GULF OF MEXICO,25.037645448323065,0,1,0
159,GOM00160,B,REMOVED,"EPL OIL & GAS, INC.",NONE,28.8921345811,-90.6183547782,1998-11-08 00:00:00+00:00,2009/10/08 00:00:00+00,50,13,GULF OF MEXICO,25.0403832991102,0,1,0
160,GOM00161,1,REMOVED,CHEVRON USA INC.,NONE,29.8907111919,-88.4196398751,1998-07-30 00:00:00+00:00,2001/07/31 00:00:00+00,105,27,GULF OF MEXICO,25.31690622861054,0,1,0
161,GOM00162,A,IN SERVICE,CHEVRON USA INC.,BOTH,29.7459810615,-88.1582549096,1998-07-05 00:00:00+00:00,,120,32,GULF OF MEXICO,25.385352498288842,0,1,0
162,GOM00164,A,IN SERVICE,DAUPHIN ISLAND GATHERING PARTNERS,UNKNOWN,29.3323348674,-87.8778587821,1998-11-18 00:00:00+00:00,,348,61,GULF OF MEXICO,25.013004791238878,0,1,0
163,GOM00165,A,REMOVED,"W & T OFFSHORE, INC.",NONE,29.1194918254,-92.3379524764,1998-07-31 00:00:00+00:00,2009/07/19 00:00:00+00,56,30,GULF OF MEXICO,25.31416837782341,0,1,0
164,GOM00166,2,REMOVED,"PENNZENERGY EXPLORATION AND PRODUCTION, LLC",NONE,28.8902911211,-91.8854636367,1998-07-22 00:00:00+00:00,1999/06/08 00:00:00+00,79,48,GULF OF MEXICO,25.338809034907598,0,1,0
165,GOM00167,TEMP.CAIS.#20,REMOVED,STONE ENERGY CORP.,NONE,29.681665282,-93.5994542068,1998-11-07 00:00:00+00:00,2013/04/26 00:00:00+00,32,5,GULF OF MEXICO,25.04312114989733,0,1,0
166,GOM00168,17,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9869925281,-91.4649629944,1998-10-07 00:00:00+00:00,,36,21,GULF OF MEXICO,25.127994524298426,0,1,0
167,GOM00169,C,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.3799155488,-92.7213916302,1998-08-12 00:00:00+00:00,2010/06/17 00:00:00+00,186,84,GULF OF MEXICO,25.281314168377822,0,1,0
168,GOM00170,A,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,28.0577010013,-93.3522231442,1998-09-16 00:00:00+00:00,,300,113,GULF OF MEXICO,25.1854893908282,0,1,0
169,GOM00171,B,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,28.2631371999,-91.8904486859,1998-08-06 00:00:00+00:00,,230,77,GULF OF MEXICO,25.297741273100616,0,1,0
170,GOM00172,D,REMOVED,"EP ENERGY MANAGEMENT, LLC",NONE,28.144530991,-94.0096877603,1998-11-28 00:00:00+00:00,2004/05/21 00:00:00+00,222,80,GULF OF MEXICO,24.985626283367555,0,1,0
171,GOM00173,A,REMOVED,WALTER OIL & GAS CORP.,NONE,28.8236524108,-89.9673169994,1998-08-01 00:00:00+00:00,2003/01/09 00:00:00+00,137,25,GULF OF MEXICO,25.311430527036276,0,1,0
172,GOM00174,C,REMOVED,OFFSHORE ENERGY II LLC,NONE,28.0528866505,-93.1310332054,1998-09-25 00:00:00+00:00,2007/08/12 00:00:00+00,316,118,GULF OF MEXICO,25.16084873374401,0,1,0
173,GOM00175,CAIS.#2,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,30.0733588239,-87.9423047721,1998-08-26 00:00:00+00:00,2008/10/07 00:00:00+00,50,8,GULF OF MEXICO,25.242984257357975,0,1,0
174,GOM00176,A,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,29.2856525382,-88.1794897023,1999-01-03 00:00:00+00:00,,307,50,GULF OF MEXICO,24.8870636550308,0,1,0
175,GOM00177,CJ,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.9639843371,-92.5108498704,1999-11-30 00:00:00+00:00,2008/08/16 00:00:00+00,89,45,GULF OF MEXICO,23.980835044490075,0,1,0
176,GOM00178,A,IN SERVICE,TALOS ENERGY OFFSHORE LLC,UNKNOWN,29.2284369228,-92.3855077797,1998-01-01 00:00:00+00:00,,31,21,GULF OF MEXICO,25.89185489390828,0,1,0
177,GOM00179,A,REMOVED,APACHE CORP.,NONE,28.4277411693,-91.5432664094,1998-12-12 00:00:00+00:00,2004/08/29 00:00:00+00,180,100,GULF OF MEXICO,24.947296372347708,0,1,0
178,GOM00180,A,REMOVED,"ENERGY RESOURCE TECHNOLOGY, INC.",NONE,29.287678434,-93.2594007858,1998-11-08 00:00:00+00:00,2002/12/03 00:00:00+00,57,38,GULF OF MEXICO,25.0403832991102,0,1,0
179,GOM00181,CAIS.#3,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,30.07286097,-87.8464941753,1998-11-11 00:00:00+00:00,2011/10/04 00:00:00+00,55,8,GULF OF MEXICO,25.032169746748803,0,1,0
180,GOM00182,C,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,29.2890524705,-88.2117996953,1998-11-26 00:00:00+00:00,,302,48,GULF OF MEXICO,24.99110198494182,0,1,0
181,GOM00183,A,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.1977873574,-90.3448153275,1998-11-25 00:00:00+00:00,,394,58,GULF OF MEXICO,24.993839835728952,0,1,0
182,GOM00184,A,REMOVED,"ARENA OFFSHORE, LP",NONE,28.3955259794,-90.6904222042,1998-11-04 00:00:00+00:00,2013/10/21 00:00:00+00,144,44,GULF OF MEXICO,25.05133470225873,0,1,0
183,GOM00185,C,REMOVED,JX NIPPON OIL EXPLORATION (USA) LTD.,NONE,28.5035213822,-90.2777669053,1998-11-10 00:00:00+00:00,2011/12/15 00:00:00+00,162,35,GULF OF MEXICO,25.034907597535934,0,1,0
184,GOM00186,A,REMOVED,"APACHE SHELF, INC.",NONE,29.6799659874,-93.3407049045,1998-12-19 00:00:00+00:00,2014/11/25 00:00:00+00,31,5,GULF OF MEXICO,24.928131416837783,0,1,0
185,GOM00187,CAIS.#36,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.0064087574,-91.489137765,1999-05-02 00:00:00+00:00,,32,20,GULF OF MEXICO,24.56125941136208,0,1,0
186,GOM00188,CAIS.#15,REMOVED,SENECA RESOURCES CORP.,NONE,29.2687977915,-91.8099754615,1999-02-01 00:00:00+00:00,2010/05/09 00:00:00+00,23,12,GULF OF MEXICO,24.80766598220397,0,1,0
187,GOM00189,CAIS.#1,REMOVED,"SPN RESOURCES, LLC",NONE,30.1636475564,-87.8259031555,1998-12-08 00:00:00+00:00,2005/03/25 00:00:00+00,40,5,GULF OF MEXICO,24.958247775496236,0,1,0
188,GOM00190,CAIS.#1,IN SERVICE,"SPN RESOURCES, LLC",UNKNOWN,30.1047323884,-87.75762518,1998-11-24 00:00:00+00:00,,58,8,GULF OF MEXICO,24.996577686516083,0,1,0
189,GOM00191,1,REMOVED,APACHE CORP.,NONE,29.3598359832,-93.8908009639,1998-10-09 00:00:00+00:00,2004/06/07 00:00:00+00,42,24,GULF OF MEXICO,25.12251882272416,0,1,0
190,GOM00192,A,REMOVED,"PRIME NATURAL RESOURCES, INC.",NONE,28.7308315933,-91.6164824273,1998-11-02 00:00:00+00:00,2000/01/26 00:00:00+00,90,48,GULF OF MEXICO,25.05681040383299,0,1,0
191,GOM00193,C,REMOVED,"EPL OIL & GAS, INC.",NONE,28.2901703779,-92.5413880408,1998-11-25 00:00:00+00:00,2009/06/17 00:00:00+00,207,87,GULF OF MEXICO,24.993839835728952,0,1,0
192,GOM00194,A,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,28.8128436156,-93.064447167,1999-03-01 00:00:00+00:00,2004/07/16 00:00:00+00,90,126,GULF OF MEXICO,24.73100616016427,0,1,0
193,GOM00195,D,REMOVED,STONE ENERGY CORP.,NONE,28.9418150788,-90.4987566544,1998-10-09 00:00:00+00:00,2012/03/29 00:00:00+00,47,8,GULF OF MEXICO,25.12251882272416,0,1,0
194,GOM00196,CAIS.#1,REMOVED,APACHE CORP.,NONE,29.6527268125,-88.8267266,1998-10-25 00:00:00+00:00,2006/09/13 00:00:00+00,42,31,GULF OF MEXICO,25.078713210130047,0,1,0
195,GOM00197,A,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,30.0775059716,-87.8293449898,1999-02-20 00:00:00+00:00,2011/03/25 00:00:00+00,60,8,GULF OF MEXICO,24.75564681724846,0,1,0
196,GOM00198,C,REMOVED,STONE ENERGY CORP.,NONE,29.683738633,-93.5881584074,1998-11-06 00:00:00+00:00,2013/05/21 00:00:00+00,32,5,GULF OF MEXICO,25.045859000684462,0,1,0
197,GOM00199,CAIS.#4,IN SERVICE,WALTER OIL & GAS CORP.,UNKNOWN,29.0511140028,-94.6601906282,1998-09-22 00:00:00+00:00,,60,17,GULF OF MEXICO,25.169062286105408,0,1,0
198,GOM00200,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.8040246129,-91.9748288669,1998-11-09 00:00:00+00:00,,93,46,GULF OF MEXICO,25.037645448323065,0,1,0
199,GOM00201,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.8131539105,-91.9759485265,1998-10-19 00:00:00+00:00,,93,46,GULF OF MEXICO,25.09514031485284,0,1,0
200,GOM00202,D,REMOVED,"DOMINION EXPLORATION & PRODUCTION, INC.",NONE,27.9777342523,-94.0585667767,1999-02-07 00:00:00+00:00,2001/09/24 00:00:00+00,275,116,GULF OF MEXICO,24.791238877481177,0,1,0
201,GOM00203,AH,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,29.160105177,-89.5163842828,1998-11-01 00:00:00+00:00,,32,10,GULF OF MEXICO,25.059548254620122,0,1,0
202,GOM00204,A,REMOVED,"PRIME NATURAL RESOURCES, INC.",NONE,29.2628861311,-93.9181420435,1999-02-22 00:00:00+00:00,2001/10/23 00:00:00+00,51,30,GULF OF MEXICO,24.750171115674195,0,1,0
203,GOM00205,1,REMOVED,FIELDWOOD ENERGY OFFSHORE LLC,NONE,29.0576747996,-91.5894565658,2001-04-15 00:00:00+00:00,2011/03/09 00:00:00+00,22,22,GULF OF MEXICO,22.60643394934976,0,1,0
204,GOM00206,C,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.2416394538,-91.9057568459,1999-05-23 00:00:00+00:00,2014/10/19 00:00:00+00,234,79,GULF OF MEXICO,24.503764544832308,0,1,0
205,GOM00207,1,REMOVED,EL PASO PRODUCTION GOM INC.,NONE,28.9054628403,-90.2613397987,1998-11-24 00:00:00+00:00,2002/08/21 00:00:00+00,68,12,GULF OF MEXICO,24.996577686516083,0,1,0
206,GOM00208,2,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,29.0060436187,-91.5419343212,1999-02-01 00:00:00+00:00,,38,22,GULF OF MEXICO,24.80766598220397,0,1,0
207,GOM00209,CAIS.#1,REMOVED,CHEVRON USA INC.,NONE,30.1606522255,-87.8406346216,1999-01-01 00:00:00+00:00,2002/06/07 00:00:00+00,42,22,GULF OF MEXICO,24.892539356605067,0,1,0
208,GOM00210,1,REMOVED,"MARINER ENERGY, INC.",NONE,28.2330345838,-96.2528850291,1999-06-01 00:00:00+00:00,2011/08/08 00:00:00+00,79,13,GULF OF MEXICO,24.479123887748116,0,1,0
209,GOM00211,2,REMOVED,EL PASO PRODUCTION GOM INC.,NONE,28.7640599331,-90.2193073633,1998-11-12 00:00:00+00:00,2003/09/13 00:00:00+00,102,18,GULF OF MEXICO,25.02943189596167,0,1,0
210,GOM00212,A,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.0575352876,-92.2154053208,1999-03-02 00:00:00+00:00,,331,99,GULF OF MEXICO,24.72826830937714,0,1,0
211,GOM00213,5,REMOVED,WALTER OIL & GAS CORP.,NONE,29.0370872112,-94.6588038995,1998-11-28 00:00:00+00:00,2010/10/06 00:00:00+00,60,22,GULF OF MEXICO,24.985626283367555,0,1,0
212,GOM00214,A,REMOVED,JX NIPPON OIL EXPLORATION (USA) LTD.,NONE,28.7698176012,-93.1537999476,1998-12-20 00:00:00+00:00,2002/05/28 00:00:00+00,91,125,GULF OF MEXICO,24.92539356605065,0,1,0
213,GOM00215,A,REMOVED,"PRIME NATURAL RESOURCES, INC.",NONE,29.250203805,-93.8596325167,1999-02-22 00:00:00+00:00,2002/09/20 00:00:00+00,43,30,GULF OF MEXICO,24.750171115674195,0,1,0
214,GOM00216,1,REMOVED,XTO OFFSHORE INC.,NONE,29.2315994413,-91.755015725,1999-07-01 00:00:00+00:00,2007/04/27 00:00:00+00,23,10,GULF OF MEXICO,24.396988364134156,0,1,0
215,GOM00217,B,IN SERVICE,TANA EXPLORATION CO. LLC,NONE,29.0126574649,-89.6098357226,1998-11-28 00:00:00+00:00,,105,12,GULF OF MEXICO,24.985626283367555,0,1,0
216,GOM00218,A,REMOVED,"W & T OFFSHORE, INC.",NONE,29.1000301888,-92.269774848,1998-12-04 00:00:00+00:00,2009/08/15 00:00:00+00,56,30,GULF OF MEXICO,24.969199178644764,0,1,0
217,GOM00219,CAIS.#2,REMOVED,"W & T OFFSHORE, INC.",NONE,29.1000576882,-92.269775098,1998-12-04 00:00:00+00:00,2009/08/15 00:00:00+00,56,30,GULF OF MEXICO,24.969199178644764,0,1,0
218,GOM00220,CAIS.#2,REMOVED,"LINDER OIL CO., A PARTNERSHIP",NONE,29.4005083032,-93.3872587741,1999-02-11 00:00:00+00:00,2013/05/28 00:00:00+00,44,24,GULF OF MEXICO,24.78028747433265,0,1,0
219,GOM00221,A,REMOVED,DEVON LOUISIANA CORP.,NONE,28.9841862429,-92.904199718,1999-01-17 00:00:00+00:00,2003/10/26 00:00:00+00,82,136,GULF OF MEXICO,24.84873374401095,0,1,0
220,GOM00222,D,REMOVED,STONE ENERGY CORP.,NONE,28.5696254837,-91.7633576139,1999-01-19 00:00:00+00:00,2013/09/12 00:00:00+00,144,55,GULF OF MEXICO,24.843258042436688,0,1,0
221,GOM00223,D-AUX,REMOVED,STONE ENERGY CORP.,NONE,28.5696877637,-91.7636506525,2001-05-25 00:00:00+00:00,2012/11/04 00:00:00+00,144,55,GULF OF MEXICO,22.496919917864478,0,1,0
222,GOM00224,C,IN SERVICE,"ROOSTER PETROLEUM, LLC",NONE,28.2081124963,-93.9530102722,1999-01-16 00:00:00+00:00,,142,89,GULF OF MEXICO,24.851471594798085,0,1,0
223,GOM00225,E-FACILITY #6,IN SERVICE,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,BOTH,30.1637755303,-88.1852813684,1999-03-30 00:00:00+00:00,,52,5,GULF OF MEXICO,24.65160848733744,0,1,0
224,GOM00226,1,REMOVED,APACHE CORP.,NONE,28.6218509485,-90.7880992349,2000-07-12 00:00:00+00:00,2007/01/02 00:00:00+00,59,96,GULF OF MEXICO,23.364818617385353,0,1,0
225,GOM00227,A,REMOVED,ATP OIL & GAS CORP.,NONE,28.8731728582,-90.3743910803,1999-01-07 00:00:00+00:00,2011/05/21 00:00:00+00,66,100,GULF OF MEXICO,24.876112251882272,0,1,0
226,GOM00228,A,REMOVED,EL PASO PRODUCTION CO.,NONE,28.4325770211,-90.5853693475,1999-01-28 00:00:00+00:00,2003/12/12 00:00:00+00,137,52,GULF OF MEXICO,24.8186173853525,0,1,0
227,GOM00229,2,REMOVED,BP AMERICA PRODUCTION CO.,NONE,29.1721364753,-93.9696412202,1999-04-29 00:00:00+00:00,2004/07/12 00:00:00+00,55,120,GULF OF MEXICO,24.569472963723477,0,1,0
228,GOM00230,D,REMOVED,"MILLENNIUM OFFSHORE GROUP, INC.",NONE,29.4019693665,-88.0710756631,1999-09-09 00:00:00+00:00,2007/08/18 00:00:00+00,227,54,GULF OF MEXICO,24.205338809034906,0,1,0
229,GOM00231,A,REMOVED,MARINER GULF OF MEXICO LLC,NONE,29.0256307919,-94.4571993536,1999-02-07 00:00:00+00:00,2003/06/21 00:00:00+00,60,25,GULF OF MEXICO,24.791238877481177,0,1,0
230,GOM00232,A,REMOVED,"DYNAMIC OFFSHORE RESOURCES NS, LLC",NONE,29.3727390841,-93.9933115403,1999-02-18 00:00:00+00:00,2009/10/15 00:00:00+00,35,20,GULF OF MEXICO,24.761122518822724,0,1,0
231,GOM00233,A,REMOVED,"MARITECH RESOURCES, INC.",NONE,29.6247064823,-88.5729790684,1999-06-13 00:00:00+00:00,2011/04/25 00:00:00+00,95,44,GULF OF MEXICO,24.44626967830253,0,1,0
232,GOM00234,E,IN SERVICE,"APACHE SHELF, INC.",UNKNOWN,29.4074080728,-93.2436378458,1999-02-13 00:00:00+00:00,,47,25,GULF OF MEXICO,24.774811772758383,0,1,0
233,GOM00235,#6,REMOVED,"EPL OIL & GAS, INC.",NONE,29.4317472273,-93.4208248421,1999-06-01 00:00:00+00:00,2004/10/17 00:00:00+00,40,23,GULF OF MEXICO,24.479123887748116,0,1,0
234,GOM00236,CAIS.#7,REMOVED,"EPL OIL & GAS, INC.",NONE,29.4457917192,-93.4197282069,1999-03-17 00:00:00+00:00,1999/04/07 00:00:00+00,40,23,GULF OF MEXICO,24.687200547570157,0,1,0
235,GOM00237,36,REMOVED,CHEVRON USA INC.,NONE,29.1579454703,-89.5849724678,1999-02-22 00:00:00+00:00,2000/04/28 00:00:00+00,33,7,GULF OF MEXICO,24.750171115674195,0,1,0
236,GOM00238,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.2693062501,-88.1900864494,1999-08-02 00:00:00+00:00,,322,49,GULF OF MEXICO,24.309377138945926,0,1,0
237,GOM00239,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.2696346419,-88.2375219572,1999-08-15 00:00:00+00:00,,300,46,GULF OF MEXICO,24.27378507871321,0,1,0
238,GOM00240,A,REMOVED,"SPN RESOURCES, LLC",NONE,29.2825145591,-93.9872452797,1999-06-22 00:00:00+00:00,2007/10/07 00:00:00+00,51,25,GULF OF MEXICO,24.421629021218344,0,1,0
239,GOM00241,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.7511632092,-89.7154643375,1999-07-22 00:00:00+00:00,,269,27,GULF OF MEXICO,24.33949349760438,0,1,0
240,GOM00242,C,REMOVED,"MILLENNIUM OFFSHORE GROUP, INC.",NONE,29.4486547116,-88.0965661359,1999-04-12 00:00:00+00:00,2005/08/25 00:00:00+00,169,51,GULF OF MEXICO,24.61601642710472,0,1,0
241,GOM00243,B,REMOVED,"EOG RESOURCES, INC.",NONE,28.8984497925,-91.7664365418,1999-07-12 00:00:00+00:00,2011/08/02 00:00:00+00,68,33,GULF OF MEXICO,24.366872005475702,0,1,0
242,GOM00244,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3790640107,-96.0845462242,1999-04-08 00:00:00+00:00,,69,10,GULF OF MEXICO,24.62696783025325,0,1,0
243,GOM00245,A,IN SERVICE,"ARENA OFFSHORE, LP",NONE,28.6058481833,-91.6570000168,1999-04-30 00:00:00+00:00,,131,49,GULF OF MEXICO,24.566735112936346,0,1,0
244,GOM00246,A-BRUTUS TLP,IN SERVICE,SHELL OFFSHORE INC.,BOTH,27.7955036357,-90.6476130444,2001-06-20 00:00:00+00:00,,2900,125,GULF OF MEXICO,22.425735797399042,1,0,0
245,GOM00247,A,REMOVED,"NOBLE ENERGY, INC.",NONE,28.1253538911,-93.060892627,1999-05-17 00:00:00+00:00,2008/06/03 00:00:00+00,273,98,GULF OF MEXICO,24.520191649555098,0,1,0
246,GOM00248,C,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,30.0950028282,-88.5074181325,2000-05-25 00:00:00+00:00,2009/07/26 00:00:00+00,61,7,GULF OF MEXICO,23.496235455167692,0,1,0
247,GOM00249,A,REMOVED,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,28.3851444944,-91.2118878125,1999-05-28 00:00:00+00:00,2014/03/13 00:00:00+00,178,91,GULF OF MEXICO,24.490075290896645,0,1,0
248,GOM00250,#7,REMOVED,"MARITECH RESOURCES, INC.",NONE,29.4645051521,-92.6419407414,1999-12-25 00:00:00+00:00,2004/11/11 00:00:00+00,42,8,GULF OF MEXICO,23.912388774811774,0,1,0
